"city","strain_year","year","subtype","reference_strain","epi_alarm","start","end","epi_counts","incidence_per_mil","epi_fractional_counts","new_ag_marker","first_detection_of_new_ag","first_n_biggest","relative_to_first_n_biggest","delay","prior_everything_scaled","mean_epi_size","mean_epi_ah","mean_epi_temp","mean_epi_rainfall"
"SYDNEY","2002_B/Hong Kong/330/2001-like",2002,"B/Vic","B/Hong Kong/330/2001-like","Y",7,15,103,24.9054740539366,0.397683397683398,1,1,"Y",1,0,0,64.7333333333333,9.33628139497404,15.4006613756614,1.37737301587302
"SYDNEY","2003_A/New Caledonia/20/99-like",2003,"H1sea","A/New Caledonia/20/99-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2003_A/Moscow/10/99-like",2003,"H3","A/Moscow/10/99-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2003_A/Fujian/411/2002-like",2003,"H3","A/Fujian/411/2002-like","Y",14,17,30,7.20704618491407,1,1,1,"Y",1,0,0,64.7333333333333,7.34848270014058,13.0982142857143,1.32017857142857
"SYDNEY","2004_A/New Caledonia/20/99-like",2004,"H1sea","A/New Caledonia/20/99-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2004_A/California/7/2004-like",2004,"H3","A/California/7/2004-like","Y",15,19,23,5.49612964939711,0.821428571428571,1,1,"Y",1,0,0,64.7333333333333,7.75441175663986,14.0357142857143,3.06242857142857
"SYDNEY","2004_B/Shanghai/361/2002-like",2004,"B/Yam","B/Shanghai/361/2002-like","Y",19,20,5,1.1948107933472,0.178571428571429,1,1,"N",0.217391304347826,4,0.355303810504634,64.7333333333333,9.38125438353285,16.7,3.71
"SYDNEY","2005_B/Hong Kong/330/2001-like",2005,"B/Vic","B/Hong Kong/330/2001-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2005_B/Malaysia/2506/2004-like",2005,"B/Vic","B/Malaysia/2506/2004-like","N",18,NA,NA,NA,NA,0,1,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2005_B/Shanghai/361/2002-like",2005,"B/Yam","B/Shanghai/361/2002-like","N",16,NA,NA,NA,NA,0,1,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2005_B/Wisconsin/1/2010-like",2005,"B/Yam","B/Wisconsin/1/2010-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2005_A/Wisconsin/67/2005-like",2005,"H3","A/Wisconsin/67/2005-like","Y",13,19,67,15.8859511997805,0.752808988764045,1,1,"Y",1,0,0,64.7333333333333,7.78484358782969,14.1183673469388,1.06530612244898
"SYDNEY","2005_A/New Caledonia/20/99-like",2005,"H1sea","A/New Caledonia/20/99-like","Y",15,20,22,5.21628248351003,0.247191011235955,0,0,"N",0.328358208955224,2,0.478887744593203,64.7333333333333,7.92316769753287,15.075,0.68345238095238
"SYDNEY","2006_B/Shanghai/361/2002-like",2006,"B/Yam","B/Shanghai/361/2002-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2006_A/New Caledonia/20/99-like",2006,"H1sea","A/New Caledonia/20/99-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2006_B/Malaysia/2506/2004-like",2006,"B/Vic","B/Malaysia/2506/2004-like","Y",13,17,17,3.99420980550313,0.80952380952381,1,1,"Y",1,0,0,64.7333333333333,7.89813365651535,13.12,3.65071428571429
"SYDNEY","2006_A/Wisconsin/67/2005-like",2006,"H3","A/Wisconsin/67/2005-like","Y",18,19,4,0.939814071883089,0.19047619047619,0,0,"N",0.235294117647059,5,0.262615859938208,64.7333333333333,9.26886914731678,17.2964285714286,7.06678571428571
"SYDNEY","2007_B/Malaysia/2506/2004-like",2007,"B/Vic","B/Malaysia/2506/2004-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2007_B/Florida/4/2006-like",2007,"B/Yam","B/Florida/4/2006-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2007_A/New Caledonia/20/99-like",2007,"H1sea","A/New Caledonia/20/99-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2007_A/Wisconsin/67/2005-like",2007,"H3","A/Wisconsin/67/2005-like","Y",11,18,157,36.296172140954,0.635627530364372,0,0,"Y",1,0,0,64.7333333333333,7.74033690843102,13.6881181318681,6.50906593406595
"SYDNEY","2007_A/Solomon Islands/3/2006-like",2007,"H1sea","A/Solomon Islands/3/2006-like","Y",12,20,90,20.8067228833494,0.364372469635628,1,1,"N",0.573248407643312,1,0.0926879505664264,64.7333333333333,7.74426304235022,14.4799145299145,5.83623321123322
"SYDNEY","2008_B/Malaysia/2506/2004-like",2008,"B/Vic","B/Malaysia/2506/2004-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2008_A/Solomon Islands/3/2006-like",2008,"H1sea","A/Solomon Islands/3/2006-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2008_A/Wisconsin/67/2005-like",2008,"H3","A/Wisconsin/67/2005-like","N",25,19,NA,NA,NA,0,1,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2008_B/Florida/4/2006-like",2008,"B/Yam","B/Florida/4/2006-like","Y",12,19,89,20.183410506531,0.502824858757062,1,1,"Y",1,0,0,64.7333333333333,7.65875775521191,13.6366071428571,2.95035714285714
"SYDNEY","2008_B/Brisbane/60/2008-like",2008,"B/Vic","B/Brisbane/60/2008-like","Y",14,19,60,13.6067935999086,0.338983050847458,1,1,"N",0.674157303370786,2,0.247167868177137,64.7333333333333,7.18026916471483,13.3071428571429,2.73035714285714
"SYDNEY","2008_A/Brisbane/59/2007-like",2008,"H1sea","A/Brisbane/59/2007-like","Y",15,17,28,6.34983701329066,0.15819209039548,1,1,"N",0.314606741573034,3,0.787847579814624,64.7333333333333,6.41591765297669,11.8095238095238,2.42476190476191
"SYDNEY","2009_B/Brisbane/60/2008-like",2009,"B/Vic","B/Brisbane/60/2008-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2009_A/California/7/2009-like",2009,"H1pdm09","A/California/7/2009-like","N",12,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2009_A/Brisbane/59/2007-like",2009,"H1sea","A/Brisbane/59/2007-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2009_A/Perth/16/2009-like",2009,"H3","A/Perth/16/2009-like","N",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2009_A/Wisconsin/67/2005-like",2009,"H3","A/Wisconsin/67/2005-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2010_A/Perth/16/2009-like",2010,"H3","A/Perth/16/2009-like","N",NA,22,NA,NA,NA,0,0,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2010_A/California/7/2009-like",2010,"H1pdm09","A/California/7/2009-like","Y",14,21,98,21.5123819123893,0.890909090909091,0,0,"Y",1,0,0,64.7333333333333,8.31058034374792,14.8214285714286,1.94339285714286
"SYDNEY","2010_B/Brisbane/60/2008-like",2010,"B/Vic","B/Brisbane/60/2008-like","Y",19,20,12,2.63416921376195,0.109090909090909,0,0,"N",0.122448979591837,5,1.11225540679712,64.7333333333333,9.19744186866729,16.5785714285715,2.01357142857143
"SYDNEY","2011_A/Perth/16/2009-like",2011,"H3","A/Perth/16/2009-like","N",NA,21,NA,NA,NA,0,0,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2011_A/California/7/2009-like",2011,"H1pdm09","A/California/7/2009-like","Y",12,18,95,20.6120744664348,0.620915032679739,0,0,"Y",1,0,0,64.7333333333333,7.75950849412752,13.6387755102041,4.36479591836734
"SYDNEY","2011_B/Brisbane/60/2008-like",2011,"B/Vic","B/Brisbane/60/2008-like","Y",14,19,58,12.5842138847707,0.379084967320261,0,0,"N",0.610526315789474,2,0.942327497425335,64.7333333333333,7.87055085468867,14.4011904761905,4.0247619047619
"SYDNEY","2012_B/Wisconsin/1/2010-like",2012,"B/Yam","B/Wisconsin/1/2010-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2012_A/California/7/2009-like",2012,"H1pdm09","A/California/7/2009-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2012_A/Victoria/361/2011-like",2012,"H3","A/Victoria/361/2011-like","Y",7,18,196,41.8814873569192,0.80327868852459,1,1,"Y",1,0,0,64.7333333333333,8.57992795867021,15.0458333333333,2.48845238095238
"SYDNEY","2012_B/Brisbane/60/2008-like",2012,"B/Vic","B/Brisbane/60/2008-like","Y",13,25,48,10.2566907812863,0.19672131147541,0,0,"N",0.244897959183673,6,1.83831101956746,64.7333333333333,8.7885280997369,16.3324175824176,1.1789010989011
"SYDNEY","2013_B/Brisbane/60/2008-like",2013,"B/Vic","B/Brisbane/60/2008-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2013_B/Massachusetts/2/2012-like",2013,"B/Yam","B/Massachusetts/2/2012-like","N",11,2,NA,NA,NA,0,1,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2013_A/California/7/2009-like",2013,"H1pdm09","A/California/7/2009-like","Y",11,18,34,7.14153535868676,0.708333333333333,0,0,"Y",1,0,0,64.7333333333333,8.28750926665015,14.6482142857143,4.23125000000001
"SYDNEY","2013_A/Victoria/361/2011-like",2013,"H3","A/Victoria/361/2011-like","Y",22,23,14,2.94063220651808,0.291666666666667,0,0,"N",0.411764705882353,11,0.525231719876416,64.7333333333333,10.2628294135298,19.3928571428571,7.2842857142857
"SYDNEY","2014_B/Brisbane/60/2008-like",2014,"B/Vic","B/Brisbane/60/2008-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2014_B/Massachusetts/2/2012-like",2014,"B/Yam","B/Massachusetts/2/2012-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2014_B/Phuket/3073/2013-like",2014,"B/Yam","B/Phuket/3073/2013-like","N",18,NA,NA,NA,NA,0,1,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2014_A/Switzerland/9715293/2013-like",2014,"H3","A/Switzerland/9715293/2013-like","N",25,NA,NA,NA,NA,0,1,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2014_A/Victoria/361/2011-like",2014,"H3","A/Victoria/361/2011-like","Y",10,19,134,27.6432176540315,0.697916666666667,0,0,"Y",1,0,0,64.7333333333333,8.1175745632845,14.63,2.647
"SYDNEY","2014_A/California/7/2009-like",2014,"H1pdm09","A/California/7/2009-like","Y",13,20,58,11.9649748054763,0.302083333333333,0,0,"N",0.432835820895522,3,0.43254376930999,64.7333333333333,7.75080340396397,14.5714285714286,2.57357142857143
"SYDNEY","2015_B/Brisbane/60/2008-like",2015,"B/Vic","B/Brisbane/60/2008-like","Y",12,21,115,23.2885969511379,0.454545454545455,0,0,"N",1.30681818181818,2,0.231719876416066,64.7333333333333,8.36886385899263,15.0242857142857,2.36028571428571
"SYDNEY","2015_B/Phuket/3073/2013-like",2015,"B/Yam","B/Phuket/3073/2013-like","Y",10,21,88,17.8208394060881,0.347826086956522,1,1,"Y",1,0,0,64.7333333333333,8.34167302314779,14.964880952381,2.20565476190476
"SYDNEY","2015_A/California/7/2009-like",2015,"H1pdm09","A/California/7/2009-like","Y",14,18,29,5.87277662246086,0.114624505928854,0,0,"N",0.329545454545455,4,1.1740473738414,64.7333333333333,7.11612876091765,13.2457142857143,2.02471428571429
"SYDNEY","2015_A/Switzerland/9715293/2013-like",2015,"H3","A/Switzerland/9715293/2013-like","Y",12,20,21,4.25270031281648,0.08300395256917,1,1,"N",0.238636363636364,2,0.231719876416066,64.7333333333333,7.9156423190159,14.3761904761905,2.46531746031746
