"city","strain_year","year","subtype","reference_strain","epi_alarm","start","epi_counts","incidence_per_mil","epi_fractional_counts","new_ag_marker","first_detection_of_new_ag","first_n_biggest","relative_to_first_n_biggest","delay","prior_everything_scaled","mean_epi_size"
"SYDNEY","2007_B/Malaysia/2506/2004-like",2007,"B/Vic","B/Malaysia/2506/2004-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2008_B/Florida/4/2006-like",2008,"B/Yam","B/Florida/4/2006-like","Y",12,93,21.0905300798583,0.458128078817734,1,0,"Y",1,0,0,14.578788276676
"SYDNEY","2008_B/Brisbane/60/2008-like",2008,"B/Vic","B/Brisbane/60/2008-like","Y",14,60,13.6067935999086,0.295566502463054,1,1,"N",0.645161290322581,2,0.411556837655648,14.578788276676
"SYDNEY","2008_A/Wisconsin/67/2005-like",2008,"H3","A/Wisconsin/67/2005-like","Y",15,27,6.12305711995885,0.133004926108374,0,0,"N",0.290322580645161,3,1.02889209413912,14.578788276676
"SYDNEY","2008_A/Brisbane/59/2007-like",2008,"H1sea","A/Brisbane/59/2007-like","Y",15,23,5.21593754663162,0.113300492610837,1,1,"N",0.247311827956989,3,1.02889209413912,14.578788276676
"SYDNEY","2008_A/Solomon Islands/3/2006-like",2008,"H1sea","A/Solomon Islands/3/2006-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2008_B/Malaysia/2506/2004-like",2008,"B/Vic","B/Malaysia/2506/2004-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2009_A/California/7/2009-like",2009,"H1pdm09","A/California/7/2009-like","Y",12,40,8.90396627177576,0.634920634920635,NA,1,"Y",1,0,0,14.578788276676
"SYDNEY","2009_A/Perth/16/2009-like",2009,"H3","A/Perth/16/2009-like","Y",12,23,5.11978060627106,0.365079365079365,1,1,"N",0.575,0,0,14.578788276676
"SYDNEY","2009_A/Wisconsin/67/2005-like",2009,"H3","A/Wisconsin/67/2005-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2009_A/Brisbane/59/2007-like",2009,"H1sea","A/Brisbane/59/2007-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2009_B/Brisbane/60/2008-like",2009,"B/Vic","B/Brisbane/60/2008-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2010_A/California/7/2009-like",2010,"H1pdm09","A/California/7/2009-like","Y",14,98,21.5123819123893,0.796747967479675,0,0,"Y",1,0,0,14.578788276676
"SYDNEY","2010_B/Brisbane/60/2008-like",2010,"B/Vic","B/Brisbane/60/2008-like","Y",18,25,5.48785252867074,0.203252032520325,0,0,"N",0.255102040816327,4,1.71482015689853,14.578788276676
"SYDNEY","2010_A/Perth/16/2009-like",2010,"H3","A/Perth/16/2009-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2011_A/California/7/2009-like",2011,"H1pdm09","A/California/7/2009-like","Y",12,95,20.6120744664348,0.620915032679739,0,0,"Y",1,0,0,14.578788276676
"SYDNEY","2011_B/Brisbane/60/2008-like",2011,"B/Vic","B/Brisbane/60/2008-like","Y",14,58,12.5842138847707,0.379084967320261,0,0,"N",0.610526315789474,2,2.40074821965795,14.578788276676
"SYDNEY","2011_A/Perth/16/2009-like",2011,"H3","A/Perth/16/2009-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2012_A/Victoria/361/2011-like",2012,"H3","A/Victoria/361/2011-like","Y",8,189,40.3857199513149,1,1,1,"Y",1,0,0,14.578788276676
"SYDNEY","2012_B/Wisconsin/1/2010-like",2012,"B/Yam","B/Wisconsin/1/2010-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2012_B/Brisbane/60/2008-like",2012,"B/Vic","B/Brisbane/60/2008-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2012_A/California/7/2009-like",2012,"H1pdm09","A/California/7/2009-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2013_A/California/7/2009-like",2013,"H1pdm09","A/California/7/2009-like","Y",12,39,8.19176114672894,0.75,0,0,"Y",1,0,0,14.578788276676
"SYDNEY","2013_A/Victoria/361/2011-like",2013,"H3","A/Victoria/361/2011-like","Y",21,13,2.73058704890965,0.25,0,0,"N",0.333333333333333,9,2.67511944476171,14.578788276676
"SYDNEY","2013_B/Brisbane/60/2008-like",2013,"B/Vic","B/Brisbane/60/2008-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2013_B/Massachusetts/2/2012-like",2013,"B/Yam","B/Massachusetts/2/2012-like","N",12,NA,NA,NA,0,1,"N",NA,0,NA,14.578788276676
"SYDNEY","2014_A/Victoria/361/2011-like",2014,"H3","A/Victoria/361/2011-like","Y",10,134,27.6432176540315,0.694300518134715,0,0,"Y",1,0,0,14.578788276676
"SYDNEY","2014_A/California/7/2009-like",2014,"H1pdm09","A/California/7/2009-like","Y",13,59,12.1712674745363,0.305699481865285,0,0,"N",0.440298507462687,3,1.02889209413912,14.578788276676
"SYDNEY","2014_B/Massachusetts/2/2012-like",2014,"B/Yam","B/Massachusetts/2/2012-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2014_B/Brisbane/60/2008-like",2014,"B/Vic","B/Brisbane/60/2008-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2014_A/Switzerland/9715293/2013-like",2014,"H3","A/Switzerland/9715293/2013-like","N",NA,NA,NA,NA,0,1,"N",NA,NA,NA,14.578788276676
"SYDNEY","2015_B/Brisbane/60/2008-like",2015,"B/Vic","B/Brisbane/60/2008-like","Y",12,115,23.2885969511379,0.5,0,0,"N",1.33720930232558,1,0.411556837655648,14.578788276676
"SYDNEY","2015_B/Phuket/3073/2013-like",2015,"B/Yam","B/Phuket/3073/2013-like","Y",11,86,17.415820328677,0.373913043478261,1,1,"Y",1,0,0,14.578788276676
"SYDNEY","2015_A/California/7/2009-like",2015,"H1pdm09","A/California/7/2009-like","Y",14,29,5.87277662246086,0.126086956521739,0,0,"N",0.337209302325581,3,2.19496980083012,14.578788276676
"SYDNEY","2015_A/Switzerland/9715293/2013-like",2015,"H3","A/Switzerland/9715293/2013-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
